top_category,enabled,category_path,title,xml_url,local_xml_url,html_url,type,priority,status,tags,language,cadence,owner,notes,last_update,last_checked,核心价值,信息密度,原创性,时效性,主要内容形式,情绪影响,适合使用场景,噪音程度,source_comment
SocialMedia,Y,,Aman Sanger(@amanrsanger),https://api.xgo.ing/rss/user/a02496979a0e4d86baf2b72c24db52a4,,https://x.com/amanrsanger,rss,P2,active,AI、科技,en,日更,,,37天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Simon Willison(@simonw),https://api.xgo.ing/rss/user/30ad80be93c84e44acc37d5ddf31db57,,https://x.com/simonw,rss,P2,active,AI、编程、数据,en,日更,,,1天前,2026-05-01,AI工具与编程实践的深度技术分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Microsoft Research(@MSFTResearch),https://api.xgo.ing/rss/user/61f4b78554fb4b8fa5653ec5d924d15a,,https://x.com/MSFTResearch,rss,P2,active,AI、科技,en,日更,,,15小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Yann LeCun(@ylecun),https://api.xgo.ing/rss/user/f5f4f928dede472ea55053672ad27ab6,,https://x.com/ylecun,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Junyang Lin(@JustinLin610),https://api.xgo.ing/rss/user/082097117b4543e9a741cd2580f936d3,,https://x.com/JustinLin610,rss,P2,active,AI、科技,en,日更,,,7天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Alex Albert(@alexalbert__),https://api.xgo.ing/rss/user/524525de0d69407b80f0a7d891fdc8df,,https://x.com/alexalbert__,rss,P2,active,AI、科技,en,日更,,,10天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Aravind Srinivas(@AravSrinivas),https://api.xgo.ing/rss/user/59e6b63ae9684d11be0ae13d9e7420f2,,https://x.com/AravSrinivas,rss,P2,active,AI、科技,en,日更,,,10小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Genspark(@genspark_ai),https://api.xgo.ing/rss/user/71ffd342cb5d478185ef7d55bdfca011,,https://x.com/genspark_ai,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Greg Brockman(@gdb),https://api.xgo.ing/rss/user/af19d054e26a49129f23abfa82d9e268,,https://x.com/gdb,rss,P2,active,AI、科技,en,日更,,,1小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,elvis(@omarsar0),https://api.xgo.ing/rss/user/931d6e88e067496cac6bf23f69d60f33,,https://x.com/omarsar0,rss,P2,active,AI、科技,en,日更,,,13小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Google AI(@GoogleAI),https://api.xgo.ing/rss/user/4de0bd2d5cef4333a0260dc8157054a7,,https://x.com/GoogleAI,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,LlamaIndex &#129433;(@llama_index),https://api.xgo.ing/rss/user/67e259bd5be544ce84bbc867eace54c2,,https://x.com/llama_index,rss,P2,active,AI、科技,en,日更,,,19小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Jerry Liu(@jerryjliu0),https://api.xgo.ing/rss/user/b3d904c0d7c446558ef3a1e7f2eb362b,,https://x.com/jerryjliu0,rss,P2,active,AI、科技,en,日更,,,19小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Marc Andreessen &#127482;&#127480;(@pmarca),https://api.xgo.ing/rss/user/63316630d94543f5a6480f230f483008,,https://x.com/pmarca,rss,P2,active,AI、科技,en,日更,,,3小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Justin Welsh(@thejustinwelsh),https://api.xgo.ing/rss/user/58894bf2934a426ca833c682da2bc810,,https://x.com/thejustinwelsh,rss,P2,active,创业、SaaS、独立开发,en,日更,,,刚刚,2026-05-01,独立开发者与SaaS创业实战分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Pika(@pika_labs),https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119,,https://x.com/pika_labs,rss,P2,active,AI、科技,en,日更,,,2天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Sundar Pichai(@sundarpichai),https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f,,https://x.com/sundarpichai,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Lovable(@lovable_dev),https://api.xgo.ing/rss/user/639cd13d44284e10ac89fbd1c5399767,,https://x.com/lovable_dev,rss,P2,active,AI、科技,en,日更,,,4小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,cat(@_catwu),https://api.xgo.ing/rss/user/66a6b39ddcfa42e39621e0ab293c1bdd,,https://x.com/_catwu,rss,P2,active,AI、科技,en,日更,,,16小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Anton Osika – eu/acc(@antonosika),https://api.xgo.ing/rss/user/5f13b32b124a41cfb659f903a84032b1,,https://x.com/antonosika,rss,P2,active,AI、科技,en,日更,,,14小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Replit ⠕(@Replit),https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf,,https://x.com/Replit,rss,P2,active,AI、科技,en,日更,,,12小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,FlowiseAI(@FlowiseAI),https://api.xgo.ing/rss/user/be74da51698d4cefb12b39830d6cd201,,https://x.com/FlowiseAI,rss,P2,active,AI、科技,en,日更,,,45天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,a16z(@a16z),https://api.xgo.ing/rss/user/f3fedf817599470dbf8d8d11f0872475,,https://x.com/a16z,rss,P2,active,AI、科技,en,日更,,,17小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,李继刚(@lijigang_com),https://api.xgo.ing/rss/user/ca2fa444b6ea4b8b974fe148056e497a,,https://x.com/lijigang_com,rss,P2,active,AI、哲学、思考,zh,日更,,,9小时前,2026-05-01,AI与哲学的跨界思考，深度内容分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Jina AI(@JinaAI_),https://api.xgo.ing/rss/user/f510f6e7eecf456ca7e2895a46752888,,https://x.com/JinaAI_,rss,P2,active,AI、科技,en,日更,,,49天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,v0(@v0),https://api.xgo.ing/rss/user/dbf37973e6fc4eae91d4be9669a78fc7,,https://x.com/v0,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Andrej Karpathy(@karpathy),https://api.xgo.ing/rss/user/edf707b5c0b248579085f66d7a3c5524,,https://x.com/karpathy,rss,P2,active,AI、科技,en,日更,,,20小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Fei-Fei Li(@drfeifei),https://api.xgo.ing/rss/user/a4bfe44bfc0d4c949da21ebd3f5f42a5,,https://x.com/drfeifei,rss,P2,active,AI、科技,en,日更,,,23天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,DeepLearning.AI(@DeepLearningAI),https://api.xgo.ing/rss/user/42e6b4901b97498eab2ab64c07d56177,,https://x.com/DeepLearningAI,rss,P2,active,AI、科技,en,日更,,,13小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Rowan Cheung(@rowancheung),https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614,,https://x.com/rowancheung,rss,P2,active,AI、科技,en,日更,,,22小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Latent.Space(@latentspacepod),https://api.xgo.ing/rss/user/a7be8b61a1264ea7984abfaea3eff686,,https://x.com/latentspacepod,rss,P2,active,AI、科技,en,日更,,,9小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Ideogram(@ideogram_ai),https://api.xgo.ing/rss/user/a719880fe66e4156a111187f50dae91b,,https://x.com/ideogram_ai,rss,P2,active,AI、科技,en,日更,,,8天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Demis Hassabis(@demishassabis),https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a,,https://x.com/demishassabis,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Cognition(@cognition_labs),https://api.xgo.ing/rss/user/4cc14cbd15c74e189d537c415369e1a7,,https://x.com/cognition_labs,rss,P2,active,AI、科技,en,日更,,,20小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,andrew chen(@andrewchen),https://api.xgo.ing/rss/user/a3eb6beb2d894da3a9b7ab6d2e46790e,,https://x.com/andrewchen,rss,P2,active,创业、增长、产品,en,日更,,,19小时前,2026-05-01,产品增长与创业策略的实战分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,NVIDIA AI(@NVIDIAAI),https://api.xgo.ing/rss/user/05f1492e43514dc3862a076d3697c390,,https://x.com/NVIDIAAI,rss,P2,active,AI、科技,en,日更,,,15小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Stanford AI Lab(@StanfordAILab),https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92,,https://x.com/StanfordAILab,rss,P2,active,AI、科技,en,日更,,,8天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Varun Mohan(@_mohansolo),https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703,,https://x.com/_mohansolo,rss,P2,active,AI、科技,en,日更,,,66天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Logan Kilpatrick(@OfficialLoganK),https://api.xgo.ing/rss/user/4f63d960de644aeebd0aa97e4994dafe,,https://x.com/OfficialLoganK,rss,P2,active,AI、编程、产品,en,日更,,,1天前,2026-05-01,OpenAI开发者关系负责人的最新分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Qdrant(@qdrant_engine),https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06,,https://x.com/qdrant_engine,rss,P2,active,AI、科技,en,日更,,,23小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,OpenRouter(@OpenRouterAI),https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4,,https://x.com/OpenRouterAI,rss,P2,active,AI、科技,en,日更,,,14小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Thomas Wolf(@Thom_Wolf),https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09,,https://x.com/Thom_Wolf,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,mem0(@mem0ai),https://api.xgo.ing/rss/user/94bb691baeff461686326af619beb116,,https://x.com/mem0ai,rss,P2,active,AI、科技,en,日更,,,22小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Scott Wu(@ScottWu46),https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86,,https://x.com/ScottWu46,rss,P2,active,AI、科技,en,日更,,,19小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Recraft(@recraftai),https://api.xgo.ing/rss/user/acc648327c614d9b985b9fc3d737165b,,https://x.com/recraftai,rss,P2,active,AI、科技,en,日更,,,6小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Hunyuan(@TXhunyuan),https://api.xgo.ing/rss/user/6e8e7b42cb434818810f87bcf77d86fb,,https://x.com/TXhunyuan,rss,P2,active,AI、科技,en,日更,,,2天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Google DeepMind(@GoogleDeepMind),https://api.xgo.ing/rss/user/a99538443a484fcc846bdcc8f50745ec,,https://x.com/GoogleDeepMind,rss,P2,active,AI、科技,en,日更,,,22小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Mustafa Suleyman(@mustafasuleyman),https://api.xgo.ing/rss/user/394acfaff8c44e09936f5bc0b8504f2c,,https://x.com/mustafasuleyman,rss,P2,active,AI、科技,en,日更,,,2天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Y Combinator(@ycombinator),https://api.xgo.ing/rss/user/b1ab109f6afd42ab8ea32e17a19a3a3e,,https://x.com/ycombinator,rss,P2,active,AI、科技,en,日更,,,16小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Lex Fridman(@lexfridman),https://api.xgo.ing/rss/user/adf65931519340f795e2336910b4cd15,,https://x.com/lexfridman,rss,P2,active,AI、科技、播客,en,日更,,,21天前,2026-05-01,深度长对话访谈，科技与人文交叉,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Fellou(@FellouAI),https://api.xgo.ing/rss/user/326763c2f6154826babcfd71c5ab0f70,,https://x.com/FellouAI,rss,P2,active,AI、创业,en,日更,,,164天前,2026-05-01,AI创业公司Fellou的最新动态,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Runway(@runwayml),https://api.xgo.ing/rss/user/e6bb4f612dd24db5bc1a6811e6dd5820,,https://x.com/runwayml,rss,P2,active,AI、科技,en,日更,,,23小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Julien Chaumond(@julien_c),https://api.xgo.ing/rss/user/44d9fa384087448a94d3c8595f8d535e,,https://x.com/julien_c,rss,P2,active,AI、科技,en,日更,,,2小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,宝玉(@dotey),https://api.xgo.ing/rss/user/97f1484ae48c430fbbf3438099743674,,https://x.com/dotey,rss,P2,active,AI、科技、编程,zh,日更,,,10小时前,2026-05-01,AI与编程技术深度解读与翻译分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Milvus(@milvusio),https://api.xgo.ing/rss/user/424e67b19eed4500b7a440976bbd2ade,,https://x.com/milvusio,rss,P2,active,AI、科技,en,日更,,,22小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Ian Goodfellow(@goodfellow_ian),https://api.xgo.ing/rss/user/57831559d22440debbfb2f2528e4ba84,,https://x.com/goodfellow_ian,rss,P2,active,AI、科技,en,日更,,,21天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Taranjeet(@taranjeetio),https://api.xgo.ing/rss/user/2de92402f4a24c90bb27e7580b93a878,,https://x.com/taranjeetio,rss,P2,active,AI、编程、工程,en,日更,,,6天前,2026-05-01,AI工程化实战经验分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Figma(@figma),https://api.xgo.ing/rss/user/f8a106a09a7d404fb8de7eb0c5ddd2a2,,https://x.com/figma,rss,P2,active,AI、科技,en,日更,,,21小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Patrick Loeber(@patloeber),https://api.xgo.ing/rss/user/c65c68f3713747bba863f92d6b5e996f,,https://x.com/patloeber,rss,P2,active,AI、编程、Python,en,日更,,,8小时前,2026-05-01,Python与AI编程教程及项目分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Windsurf(@windsurf_ai),https://api.xgo.ing/rss/user/4a8273800ed34a069eecdb6c5c1b9ccf,,https://x.com/windsurf_ai,rss,P2,active,AI、科技,en,日更,,,20小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Google AI Developers(@googleaidevs),https://api.xgo.ing/rss/user/69d925d4a8d44221b03eecbe07bd0f74,,https://x.com/googleaidevs,rss,P2,active,AI、科技,en,日更,,,20小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Qwen(@Alibaba_Qwen),https://api.xgo.ing/rss/user/80032d016d654eb4afe741ff34b7643d,,https://x.com/Alibaba_Qwen,rss,P2,active,AI、科技,en,日更,,,23小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Satya Nadella(@satyanadella),https://api.xgo.ing/rss/user/baa68dbd9a9e461a96fd9b2e3f35dcbf,,https://x.com/satyanadella,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Andrew Ng(@AndrewYNg),https://api.xgo.ing/rss/user/08b5488b20bc437c8bfc317a52e5c26d,,https://x.com/AndrewYNg,rss,P2,active,AI、科技,en,日更,,,3天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,AI SDK(@aisdk),https://api.xgo.ing/rss/user/22af005b21ec45b1a4503acca777b7f0,,https://x.com/aisdk,rss,P2,active,AI、科技,en,日更,,,51天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,HeyGen(@HeyGen_Official),https://api.xgo.ing/rss/user/a9aff6b016c143ed8728dd86eb70d7db,,https://x.com/HeyGen_Official,rss,P2,active,AI、科技,en,日更,,,19小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Fish Audio(@FishAudio),https://api.xgo.ing/rss/user/4900b3dcd592424687582ff9e0f148ea,,https://x.com/FishAudio,rss,P2,active,AI、科技,en,日更,,,2天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,ElevenLabs(@elevenlabsio),https://api.xgo.ing/rss/user/1897eed387064dfab443764d6da50bc6,,https://x.com/elevenlabsio,rss,P2,active,AI、科技,en,日更,,,2小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,ollama(@ollama),https://api.xgo.ing/rss/user/6326c63a2dfa445bbde88bea0c3112c2,,https://x.com/ollama,rss,P2,active,AI、科技,en,日更,,,2天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Philipp Schmid(@_philschmid),https://api.xgo.ing/rss/user/ce352bbf72e44033985bc756db2ee0e2,,https://x.com/_philschmid,rss,P2,active,AI、科技,en,日更,,,1天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Cursor(@cursor_ai),https://api.xgo.ing/rss/user/5287b4e0e13a4ab7ab7b1d56f9d88960,,https://x.com/cursor_ai,rss,P2,active,AI、科技,en,日更,,,19小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Google Gemini App(@GeminiApp),https://api.xgo.ing/rss/user/6fb337feeec44ca38b79491b971d868d,,https://x.com/GeminiApp,rss,P2,active,AI、科技,en,日更,,,19小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Amjad Masad(@amasad),https://api.xgo.ing/rss/user/5fb1814c610c4af2911caa98c5c5ef82,,https://x.com/amasad,rss,P2,active,AI、科技,en,日更,,,18小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,AK(@_akhaliq),https://api.xgo.ing/rss/user/341f7b9f8d9b477e8bb200caa7f32c6e,,https://x.com/_akhaliq,rss,P2,active,AI、科技,en,日更,,,11小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,Groq Inc(@GroqInc),https://api.xgo.ing/rss/user/771b32075fe54a83bdb6966de9647b4f,,https://x.com/GroqInc,rss,P2,active,AI、科技,en,日更,,,71天前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,ManusAI(@ManusAI_HQ),https://api.xgo.ing/rss/user/320181c4651a41a08015946b55f704ab,,https://x.com/ManusAI_HQ,rss,P2,active,AI、科技,en,日更,,,22小时前,2026-05-01,AI/科技领域最新动态与观点分享,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
SocialMedia,Y,,meng shao(@shao__meng),https://api.xgo.ing/rss/user/48aae530e0bf413aa7d44380f418e2e3,,https://x.com/shao__meng,rss,P2,active,AI、金融、经济,zh,日更,,,1小时前,2026-05-01,AI与宏观经济视角,中,高,强,碎片动态、短资讯,提供启发、带来FOMO,日常浏览,中,imported from myrss.tailscale.opml
