title,category_path,local_xml_url
Pika(@pika_labs),SocialMedia,https://api.xgo.ing/rss/user/3306d8b253ec4e03aca3c2e9967e7119
Sundar Pichai(@sundarpichai),SocialMedia,https://api.xgo.ing/rss/user/8324d65a63dc42c584a8c08cc8323c9f
Lovable(@lovable_dev),SocialMedia,https://api.xgo.ing/rss/user/639cd13d44284e10ac89fbd1c5399767
cat(@_catwu),SocialMedia,https://api.xgo.ing/rss/user/66a6b39ddcfa42e39621e0ab293c1bdd
Anton Osika – eu/acc(@antonosika),SocialMedia,https://api.xgo.ing/rss/user/5f13b32b124a41cfb659f903a84032b1
Replit ⠕(@Replit),SocialMedia,https://api.xgo.ing/rss/user/613f859e4bc440c5a28f40732840f5cf
FlowiseAI(@FlowiseAI),SocialMedia,https://api.xgo.ing/rss/user/be74da51698d4cefb12b39830d6cd201
a16z(@a16z),SocialMedia,https://api.xgo.ing/rss/user/f3fedf817599470dbf8d8d11f0872475
李继刚(@lijigang_com),SocialMedia,https://api.xgo.ing/rss/user/ca2fa444b6ea4b8b974fe148056e497a
Jina AI(@JinaAI_),SocialMedia,https://api.xgo.ing/rss/user/f510f6e7eecf456ca7e2895a46752888
v0(@v0),SocialMedia,https://api.xgo.ing/rss/user/dbf37973e6fc4eae91d4be9669a78fc7
Andrej Karpathy(@karpathy),SocialMedia,https://api.xgo.ing/rss/user/edf707b5c0b248579085f66d7a3c5524
Fei-Fei Li(@drfeifei),SocialMedia,https://api.xgo.ing/rss/user/a4bfe44bfc0d4c949da21ebd3f5f42a5
DeepLearning.AI(@DeepLearningAI),SocialMedia,https://api.xgo.ing/rss/user/42e6b4901b97498eab2ab64c07d56177
Rowan Cheung(@rowancheung),SocialMedia,https://api.xgo.ing/rss/user/a636de3cbda0495daabd15b9fd298614
Latent.Space(@latentspacepod),SocialMedia,https://api.xgo.ing/rss/user/a7be8b61a1264ea7984abfaea3eff686
Ideogram(@ideogram_ai),SocialMedia,https://api.xgo.ing/rss/user/a719880fe66e4156a111187f50dae91b
Demis Hassabis(@demishassabis),SocialMedia,https://api.xgo.ing/rss/user/4a884d5e2f3740c5a26c9c093de6388a
Cognition(@cognition_labs),SocialMedia,https://api.xgo.ing/rss/user/4cc14cbd15c74e189d537c415369e1a7
andrew chen(@andrewchen),SocialMedia,https://api.xgo.ing/rss/user/a3eb6beb2d894da3a9b7ab6d2e46790e
NVIDIA AI(@NVIDIAAI),SocialMedia,https://api.xgo.ing/rss/user/05f1492e43514dc3862a076d3697c390
Stanford AI Lab(@StanfordAILab),SocialMedia,https://api.xgo.ing/rss/user/d5fc365556e641cba2278f501e8c6f92
Varun Mohan(@_mohansolo),SocialMedia,https://api.xgo.ing/rss/user/7794c4268a504019a94af1778857a703
Logan Kilpatrick(@OfficialLoganK),SocialMedia,https://api.xgo.ing/rss/user/4f63d960de644aeebd0aa97e4994dafe
Qdrant(@qdrant_engine),SocialMedia,https://api.xgo.ing/rss/user/a55f6e33dd224235aabaabaaf9d58a06
OpenRouter(@OpenRouterAI),SocialMedia,https://api.xgo.ing/rss/user/e503a90c035c4b1d8f8dd34907d15bf4
Thomas Wolf(@Thom_Wolf),SocialMedia,https://api.xgo.ing/rss/user/4918efb13c47459b8dcaa79cfdf72d09
mem0(@mem0ai),SocialMedia,https://api.xgo.ing/rss/user/94bb691baeff461686326af619beb116
Scott Wu(@ScottWu46),SocialMedia,https://api.xgo.ing/rss/user/5fca8ccd87344d388bc863304ed6fd86
Recraft(@recraftai),SocialMedia,https://api.xgo.ing/rss/user/acc648327c614d9b985b9fc3d737165b
Hunyuan(@TXhunyuan),SocialMedia,https://api.xgo.ing/rss/user/6e8e7b42cb434818810f87bcf77d86fb
Google DeepMind(@GoogleDeepMind),SocialMedia,https://api.xgo.ing/rss/user/a99538443a484fcc846bdcc8f50745ec
Mustafa Suleyman(@mustafasuleyman),SocialMedia,https://api.xgo.ing/rss/user/394acfaff8c44e09936f5bc0b8504f2c
Y Combinator(@ycombinator),SocialMedia,https://api.xgo.ing/rss/user/b1ab109f6afd42ab8ea32e17a19a3a3e
Lex Fridman(@lexfridman),SocialMedia,https://api.xgo.ing/rss/user/adf65931519340f795e2336910b4cd15
Fellou(@FellouAI),SocialMedia,https://api.xgo.ing/rss/user/326763c2f6154826babcfd71c5ab0f70
Runway(@runwayml),SocialMedia,https://api.xgo.ing/rss/user/e6bb4f612dd24db5bc1a6811e6dd5820
Julien Chaumond(@julien_c),SocialMedia,https://api.xgo.ing/rss/user/44d9fa384087448a94d3c8595f8d535e
宝玉(@dotey),SocialMedia,https://api.xgo.ing/rss/user/97f1484ae48c430fbbf3438099743674
Milvus(@milvusio),SocialMedia,https://api.xgo.ing/rss/user/424e67b19eed4500b7a440976bbd2ade
Ian Goodfellow(@goodfellow_ian),SocialMedia,https://api.xgo.ing/rss/user/57831559d22440debbfb2f2528e4ba84
Taranjeet(@taranjeetio),SocialMedia,https://api.xgo.ing/rss/user/2de92402f4a24c90bb27e7580b93a878
Figma(@figma),SocialMedia,https://api.xgo.ing/rss/user/f8a106a09a7d404fb8de7eb0c5ddd2a2
Patrick Loeber(@patloeber),SocialMedia,https://api.xgo.ing/rss/user/c65c68f3713747bba863f92d6b5e996f
Windsurf(@windsurf_ai),SocialMedia,https://api.xgo.ing/rss/user/4a8273800ed34a069eecdb6c5c1b9ccf
Google AI Developers(@googleaidevs),SocialMedia,https://api.xgo.ing/rss/user/69d925d4a8d44221b03eecbe07bd0f74
Qwen(@Alibaba_Qwen),SocialMedia,https://api.xgo.ing/rss/user/80032d016d654eb4afe741ff34b7643d
Satya Nadella(@satyanadella),SocialMedia,https://api.xgo.ing/rss/user/baa68dbd9a9e461a96fd9b2e3f35dcbf
Andrew Ng(@AndrewYNg),SocialMedia,https://api.xgo.ing/rss/user/08b5488b20bc437c8bfc317a52e5c26d
AI SDK(@aisdk),SocialMedia,https://api.xgo.ing/rss/user/22af005b21ec45b1a4503acca777b7f0
HeyGen(@HeyGen_Official),SocialMedia,https://api.xgo.ing/rss/user/a9aff6b016c143ed8728dd86eb70d7db
Fish Audio(@FishAudio),SocialMedia,https://api.xgo.ing/rss/user/4900b3dcd592424687582ff9e0f148ea
ElevenLabs(@elevenlabsio),SocialMedia,https://api.xgo.ing/rss/user/1897eed387064dfab443764d6da50bc6
ollama(@ollama),SocialMedia,https://api.xgo.ing/rss/user/6326c63a2dfa445bbde88bea0c3112c2
Philipp Schmid(@_philschmid),SocialMedia,https://api.xgo.ing/rss/user/ce352bbf72e44033985bc756db2ee0e2
Cursor(@cursor_ai),SocialMedia,https://api.xgo.ing/rss/user/5287b4e0e13a4ab7ab7b1d56f9d88960
Google Gemini App(@GeminiApp),SocialMedia,https://api.xgo.ing/rss/user/6fb337feeec44ca38b79491b971d868d
Amjad Masad(@amasad),SocialMedia,https://api.xgo.ing/rss/user/5fb1814c610c4af2911caa98c5c5ef82
AK(@_akhaliq),SocialMedia,https://api.xgo.ing/rss/user/341f7b9f8d9b477e8bb200caa7f32c6e
Groq Inc(@GroqInc),SocialMedia,https://api.xgo.ing/rss/user/771b32075fe54a83bdb6966de9647b4f
ManusAI(@ManusAI_HQ),SocialMedia,https://api.xgo.ing/rss/user/320181c4651a41a08015946b55f704ab
meng shao(@shao__meng),SocialMedia,https://api.xgo.ing/rss/user/48aae530e0bf413aa7d44380f418e2e3
Weaviate • vector database(@weaviate_io),SocialMedia,https://api.xgo.ing/rss/user/2f1035ec6b28475987af06b600e1d04c
LovartAI(@lovart_ai),SocialMedia,https://api.xgo.ing/rss/user/db648e4d4eae4822aa0d34f0faef7ad2
Character.AI(@character_ai),SocialMedia,https://api.xgo.ing/rss/user/3877c31cdb554cffb750b3b683c98c4d
NotebookLM(@NotebookLM),SocialMedia,https://api.xgo.ing/rss/user/221a88341acb475db221a12fed8208d0
Dify(@dify_ai),SocialMedia,https://api.xgo.ing/rss/user/0be252fedbe84ad7bea21be44b18da89
Eric Jing(@ericjing_ai),SocialMedia,https://api.xgo.ing/rss/user/ddfdcdd4e390495c942f0b5da62af0fb
Naval(@naval),SocialMedia,https://api.xgo.ing/rss/user/b43bc203409e4c5a9c3ae86fe1ac00c9
Twitter @Tom Huang,SocialMedia,http://127.0.0.1:1200/twitter/user/tuturetom
Twitter @Tw93,SocialMedia,http://127.0.0.1:1200/twitter/user/HiTw93
Twitter @ginobefun,SocialMedia,http://127.0.0.1:1200/twitter/user/hongming731
Twitter @Theo - t3.gg,SocialMedia,http://127.0.0.1:1200/twitter/user/theo
Lee Robinson(@leerob),SocialMedia,https://api.xgo.ing/rss/user/dc2426bc8348495189b45451d1707a1c
Twitter @Pietro Schirano,SocialMedia,http://127.0.0.1:1200/twitter/user/skirano
每日一图-北京天文馆,Pictures/星空,http://127.0.0.1:1200/bjp/apod
NASA中文 - 天文·每日一图,Pictures/星空,http://127.0.0.1:1200/nasa/apod-cn
AliAbdaal,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/3546581580122806
食事史馆,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/53737196
毕导,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/254463269
CoCoVii,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/9142182
下班的三爷,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/589388395
本子在隔壁,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/593251783
岱川博士,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/584630077
退役编辑雨上,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1105429038
与书籍度过漫长岁月,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/252099076
智能路障,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/79577853
Nenly同学,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1814756990
大问题Dialectic,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1871365234
英语播客狗,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/7671890
林川登罗,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/3798056
人间自习室,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/29240784
漫士沉思录,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/266765166
银屏系漫游指南,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/674180538
浮世叁千问,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/435061656
LunaticMosfet,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1297592012
歌白说Geslook,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/315846984
Larry想做技术大佬,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/19873195
赏味不足,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/44497027
西山在何许,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/2515311
坚果熊说博弈,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/388394328
罗明落ny,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/405303082
汤质看本质,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/362588980
要素分析,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/14262056
蒙克MK_,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1060986358
Morpheus红丸主义,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/445634559
慢慢学的四饼,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/95240876
辰星杂谈,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/41018196
非卿漫谈,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/2690044
拣尽南枝,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/39597640
硬核学长2077,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1195497797
海林A读书,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/3494374304385046
机器人夏先生1号,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/31656484
知识共享者,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/406068046
Maki的完美算术教室,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/391930545
心河摆渡,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/230983435
猴猴说话,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/31728620
3Blue1Brown,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/88461692
思维实验室,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/14583962
是落拓呀,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/43276908
学院派Academia,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/96639395
和张程一起学习吧,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/631899631
读书的Harry,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/611092306
小波心理,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1033890839
科幻视界,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/25073738
差评君,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/19319172
迷因水母,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1858861103
努力戒咕的coco锤,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/470585121
河口超人Aper,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1288663494
荒野初研园,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/252411834
二次元的Datawhale,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/431850986
白染one,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/476051104
卡纸大寨主,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/17780825
向杨Alan君,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/495979610
奥德修斯的绳索,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/14004258
岺玖贰叁,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/521296768
新石器公园,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/489640651
载脑体,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/1850874570
YouTube深度访谈,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/3493286931073848
天才简史,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/213845897
这是个令人疑惑的星球,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/409842788
周侃侃plus,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/600428973
focus2flow,Videos/长知识,http://127.0.0.1:1200/bilibili/user/video/17549684
飞鸟手札,Videos/短知识,http://127.0.0.1:1200/bilibili/user/video/1366786686
英语播客党,Videos/短知识,http://127.0.0.1:1200/bilibili/user/video/3537109151386355
波士顿圆脸,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/346563107
瓶子君152,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/730732
Super也好君,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/1372433
负面能量转换器,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/281127303
靠谱电竞,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/279991456
火兰朋克,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/508215481
馆长刘下饭_环球档案,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/369564778
老实憨厚的笑笑,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/8739477
冲击波工作室,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/1567045834
邵艾伦Alan,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/4029133
柯洁,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/525952604
逗比的雀巢,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/5294454
大祥哥来了,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/2920960
Norah脱口秀,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/29404012
巅峰球迷汇,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/365372809
MrBeast官方账号,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/1027737427
泛式,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/63231
贝拉kira,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/672353429
-LKs-,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/125526
真实球迷汇,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/108618052
李滇滇,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/3546676667091128
影视飓风,Videos/最娱乐,http://127.0.0.1:1200/bilibili/user/video/946974
猫眼看足球,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/456249922
陈大东瓜,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/269288799
司马尘,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/334932680
是啤酒鸭-梗图,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/1073153713
MOJi辞書,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/6697975
Gray格雷老师,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/591610354
你是想气死1酱么,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/375040863
Boo布姐自译,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/3493128048740395
冲男阿凉,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/239060440
杰克森Jackson_,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/13174980
半只笨猪,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/498505577
脱口秀_Talk_Show,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/514207628
罗翔说刑法,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/517327498
付航脱口秀精选,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/3493286857673111
戴建业老师,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/532741557
听泉赏宝,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/3546592976046554
灯果,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/4748646
隔壁红魔,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/432174249
管泽元,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/271338616
白马繁华,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/251054248
咖啡醉足球,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/436553623
单弦震脉,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/5316213
米国脱口秀,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/142371069
付航脱口秀,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/57592895
峡谷玄学家,Videos/绝活娱乐,http://127.0.0.1:1200/bilibili/user/video/3493128455587886
AI Foundations,Videos,https://www.youtube.com/feeds/videos.xml?channel_id=UCWZwfV3ICOt3uEPpW6hYK4g
司机社综合周排行榜,Videos,http://127.0.0.1:1200/xsijishe/rank/weekly
司机社综合月排行榜,Videos,http://127.0.0.1:1200/xsijishe/rank/monthly
Andrej Karpathy - YouTube,Videos,http://127.0.0.1:1200/youtube/user/@AndrejKarpathy
Lex Fridman - YouTube,Videos,http://127.0.0.1:1200/youtube/user/%40lexfridman
